title,Capacity_GB,Generation,Speed_MHz,Latency,Voltage,Brand,Is_kit,Is_gaming,Final_Price
OWC 32GB Replacement for Kingston KVR48S40BD8-32 - DDR5 4800 PC5-38400 CL40 2Rx8 262-pin 1.1V Non-ECC SODIMM Memory RAM Module Upgrade,32.0,5.0,4800.0,40.0,1.1,kingston,0.0,0.0,599.99
64GB 2X32GB DDR5 4800MHZ PC5-38400 2Rx8 1.1V CL40 262-PIN Non-ECC Unbuffered SODIMM NEMIX RAM Laptop PC Memory KIT,64.0,5.0,4800.0,40.0,1.1,unknown,1.0,0.0,1178.99
OWC 32GB DDR5 4800 PC5-38400 CL40 2Rx8 262-pin 1.1V Non-ECC SODIMM Memory RAM Module Upgrade Compatible with Lenovo ThinkStation P3 Tiny P3 Ultra P360 Tiny P360 Ultra,32.0,5.0,4800.0,40.0,1.1,lenovo,0.0,0.0,599.99
OWC 32GB DDR5 4800 PC5-38400 CL40 2Rx8 262-pin 1.1V SODIMM Memory RAM Module Upgrade Compatible with TerraMaster F6-424 MAX F8 SSD F8 SSD Plus T12-500 PRO T9-500 PRO,32.0,5.0,4800.0,40.0,1.1,unknown,0.0,0.0,599.99
A-Tech 32GB Kit (2x16GB) RAM Compatible for Acer Nitro 5 Gaming Laptop | DDR5 4800MHz PC5-38400 SODIMM 1.1V 262-Pin Non-ECC SO-DIMM Memory Upgrade,32.0,5.0,4800.0,32.0,1.1,a-tech,1.0,1.0,519.98
A-Tech 32GB DDR5 5200MHz PC5-41600 CL42 SODIMM 2Rx8 Dual Rank 1.1V Non-ECC Unbuffered SO-DIMM 262-Pin Laptop Computer RAM Memory Upgrade Module,32.0,5.0,5200.0,42.0,1.1,a-tech,0.0,0.0,409.99
NEMIX RAM 32GB (1X32GB) DDR5 4800MHZ PC5-38400 2Rx8 1.1V CL40 262-PIN ECC Unbuffered SODIMM Memory,32.0,5.0,4800.0,40.0,1.1,unknown,0.0,0.0,719.99
A-Tech 32GB RAM Compatible for ASUS TUF Gaming A15 FA507RE-A15.R73050T Gaming Laptop | DDR5 4800MHz PC5-38400 SODIMM 2Rx8 1.1V 262-Pin Non-ECC SO-DIMM Memory Upgrade,32.0,5.0,4800.0,32.0,1.1,a-tech,0.0,1.0,449.99
NEMIX RAM 32GB (1X32GB) DDR5 5600MHZ PC5-44800 2Rx8 1.1V CL46 262-PIN ECC Unbuffered SODIMM Memory Compatible with Samsung M426R4GA3DB0-CWM,32.0,5.0,5600.0,46.0,1.1,samsung,0.0,0.0,727.99
"A-Tech 32GB Kit (2x16GB) RAM for Dell Latitude 14 3450, 15 3550, 14 5450, 15 5550 Laptop | DDR5 5600MHz PC5-44800 SODIMM 1Rx8 1.1V 262-Pin Non-ECC SO-DIMM Memory Upgrade",32.0,5.0,5600.0,42.0,1.1,a-tech,1.0,0.0,479.98
64GB (2X32GB) DDR5 4800MHZ PC5-38400 SODIMM 2Rx8 1.1V CL40 262-PIN Non-ECC Laptop PC Computer Memory,64.0,5.0,4800.0,40.0,1.1,unknown,1.0,0.0,1178.99
"A-Tech 32GB RAM for ASUS ROG Zephyrus G14 (2023) GA402, GA402NI, GA402NJ, GA402NU, GA402NV, GA402XI, GA402XU, GA402XV, GA402XY, GA402XZ Laptop | DDR5 5600MHz PC5-44800 SODIMM 1.1V 262-Pin Memory",32.0,5.0,5600.0,42.0,1.1,a-tech,0.0,0.0,459.99
Axiom Memory - 79U73AA-AX - Axiom 32GB DDR5 SDRAM Memory Module - for Notebook - 32 GB - DDR5-5600/PC5-44800 DDR5 SDRAM,32.0,5.0,5600.0,42.0,1.1,unknown,0.0,0.0,1071.04
"A-Tech 64GB Kit (2x32GB) RAM for Dell XPS 15 9520, 17 9720 Laptop | DDR5 4800MHz PC5-38400 SODIMM 2Rx8 1.1V 262-Pin Non-ECC SO-DIMM Memory Upgrade",64.0,5.0,4800.0,40.0,1.1,a-tech,1.0,0.0,899.98
[32GB DDR3L RAM] DDR3L-1600 UDIMM 32GB Kit (4x8GB) 2Rx8 PC3L-12800U 8GB PC3-12800 DDR3-1600MHz 240 Pin DIMM Non ECC Unbuffered 1.35V/1.5V CL11 Dual Rank Desktop Memory Ram,32.0,3.0,1600.0,11.0,1.35,unknown,1.0,0.0,79.99
OWC 32GB (4 x 8GB) PC12800 DDR3L 1600MHz SO-DIMMs Memory Compatible with 2011-2015 iMac Models (OWC1600DDR3S32S),32.0,3.0,1600.0,11.0,1.35,unknown,1.0,0.0,148.39
G.SKILL Trident Z RGB Series DDR4 RAM (XMP) 32GB (2x16GB) 3200MT/s CL16-18-18-38 1.35V Intel AMD Desktop Computer Memory U-DIMM (F4-3200C16D-32GTZR),32.0,4.0,3200.0,16.0,1.35,g.skill,1.0,1.0,299.99
PUSKILL DDR4 32GB (2x16GB) 3200MHz PC RAM | CL16-18-18-42 | 1.35V | Desktop Memory Kit for Gaming and High-Performance Computing | Compatible with Intel & AMD,32.0,4.0,3200.0,16.0,1.35,unknown,1.0,1.0,198.99
Corsair VENGEANCE RGB DDR5 RAM 32GB (2x16GB) 6000MHz CL30-36-36-76 1.40V AMD EXPO Intel XMP Desktop Computer Memory - Gray (CMH32GX5M2B6000Z30K),32.0,5.0,6000.0,30.0,1.4,corsair,1.0,1.0,489.99
Corsair Vengeance LED 32GB (2x16GB) DDR4 3000 (PC4-24000) C16 Desktop Memory - White LED PC Memory CMU32GX4M2D3000C16,32.0,4.0,3000.0,16.0,1.35,corsair,1.0,1.0,493.32
OLOy DDR4 RAM 32GB (2x16GB) 3200 MHz CL16 1.35V 288-Pin Desktop Gaming UDIMM (MD4U163216BJDA),32.0,4.0,3200.0,16.0,1.35,unknown,1.0,1.0,238.99
G.SKILL RipjawsV Series DDR4 RAM (XMP) 128GB (4x32GB) 3600MT/s CL18-22-22-42 1.35V Intel AMD Desktop Computer Memory U-DIMM - Black (F4-3600C18Q-128GVK),128.0,4.0,3600.0,18.0,1.35,g.skill,1.0,0.0,1099.99
Silicon Power Value Gaming DDR4 RAM 32GB (2x16GB) 3200MHz (PC4 25600) 288-pin CL16 1.35V UDIMM Desktop Memory Module with Heatsink Grey SP032GXLZU320BDAJ7,32.0,4.0,3200.0,16.0,1.35,unknown,1.0,1.0,219.79
【DDR4 RAM】 GIGASTONE Game PRO 64GB Kit (4x16GB) DDR4 3200MHz PC4-25600 CL 16-18-18-40 Intel XMP 2.0 AMD Ryzen 1.35V UDIMM 288 Pin Unbuffered Non ECC High Performance Gaming Desktop Memory - Black,64.0,4.0,3200.0,16.0,1.35,unknown,1.0,1.0,562.99
【DDR4 RAM】 GIGASTONE Game PRO 32GB Kit (4x8GB) DDR4 3200MHz PC4-25600 CL 16-18-18-40 Intel XMP 2.0 AMD Ryzen 1.35V UDIMM 288 Pin Unbuffered Non ECC High Performance Gaming Desktop Memory - Black,32.0,4.0,3200.0,16.0,1.35,unknown,1.0,1.0,299.99
TEAMGROUP T-Force Delta RGB DDR5 Ram 32GB (2x16GB) 6400MHz PC5-51200 CL32 Desktop Memory Module Ram for 600 700 Series Chipset XMP 3.0 Ready White FF4D532G6400HC32ADC01,32.0,5.0,6400.0,32.0,1.25,teamgroup,1.0,1.0,549.93
G.SKILL RipjawsV Series DDR4 RAM (XMP) 32GB (2x16GB) 3200MT/s CL16-18-18-38 1.35V Intel AMD Desktop Computer Memory U-DIMM - Black (F4-3200C16D-32GVK),32.0,4.0,3200.0,16.0,1.35,g.skill,1.0,0.0,275.0
G.SKILL RipjawsV Series DDR4 RAM (XMP) 32GB (2x16GB) 3600MT/s CL18-22-22-42 1.35V Intel AMD Desktop Computer Memory U-DIMM - White (F4-3600C18D-32GVW),32.0,4.0,3600.0,18.0,1.35,g.skill,1.0,0.0,309.99
G.SKILL Ripjaws DDR5 SO-DIMM Series DDR5 RAM 32GB (1x32GB) 5600MT/s CL40-40-40-89 1.10V Unbuffered Non-ECC Notebook/Laptop Memory SO-DIMM (F5-5600S4040A32GX1-RS),32.0,5.0,5600.0,40.0,1.1,g.skill,0.0,1.0,469.99
TEAMGROUP Elite DDR4 32GB Kit (2 x 16GB) 3200MHz PC4-25600 CL22 (2933MHz or 2666MHz)Unbuffered Non-ECC 1.2V SODIMM 260-Pin Laptop Notebook PC Computer Memory Module Ram Upgrade - TED432G3200C22DC-S01,32.0,4.0,3200.0,22.0,1.2,teamgroup,1.0,0.0,250.99
INTERWEB Replacement for G.Skill Ripjaws X Series 32GB (4 x 8GB) 240-Pin SDRAM DDR3 1600 (PC3 12800) Desktop Memory F3-1600C9Q-32GXM,32.0,3.0,1600.0,9.0,1.6,g.skill,1.0,1.0,219.99
Kingston FURY Beast RGB 64GB (2x32GB) 6400MT/s DDR5 CL32 Desktop Memory | AMD EXPO | Kit of 2 | KF564C32BBEAK2-64,64.0,5.0,6400.0,32.0,1.25,kingston,1.0,1.0,1209.56
Kingston FURY Beast RGB 32GB (2x16GB) 6000MT/s DDR5 CL30 Desktop Memory | AMD EXPO | Kit of 2 | KF560C30BBEAK2-32,32.0,5.0,6000.0,30.0,1.25,kingston,1.0,1.0,549.99
Kingston Fury Beast 32GB (4x8GB) 3600MHz DDR4 CL18 Desktop Memory Kit of 4 KF436C17BBK4/32,32.0,4.0,3600.0,18.0,1.35,kingston,1.0,1.0,533.31
Kingston FURY Beast 64GB (2x32GB) 6400MT/s DDR5 CL32 Desktop Memory | AMD EXPO | Kit of 2 | KF564C32BBEK2-64,64.0,5.0,6400.0,32.0,1.25,kingston,1.0,1.0,899.99
Kingston FURY Beast 16GB (2x16GB) 6000MT/s DDR5 CL36 Desktop Memory | AMD EXPO | Kit of 2| KF560C36BBE2K2-32,32.0,5.0,6000.0,36.0,1.25,kingston,1.0,1.0,481.99
Kingston FURY Beast White RGB 64GB (2x32GB) 6000MT/s CL36 DDR5 EXPO DIMM | Infrared Syncing | FURY CTRL Software | Overclocking | AMD EXPO | Kit of 2 | KF560C36BWEAK2-64,64.0,5.0,6000.0,36.0,1.25,kingston,1.0,1.0,1175.99
Kingston FURY Beast 32GB 6000MT/s DDR5 CL36 RGB Desktop Memory Single Module | Infrared Syncing | AMD EXPO | KF560C36BBEA-32,32.0,5.0,6000.0,36.0,1.25,kingston,0.0,1.0,439.95
Kingston Fury Beast White RGB 32GB (2x16GB) 6000MT/s DDR5 CL30 DIMM Desktop Gaming Memory Kit of 2 AMD Expo/Intel XMP - KF560C30BWEAK2-32,32.0,5.0,6000.0,30.0,1.25,kingston,1.0,1.0,674.99
KINGSTON FURY Beast White 32GB 6000MT/s DDR5 CL30 DIMM (Kit of 2) Desktop Gaming Memory - KF560C30BWEK2-32,32.0,5.0,6000.0,30.0,1.25,kingston,1.0,1.0,664.49
Timetec Premium 32GB KIT(2x16GB) DDR4 2400MHz PC4-19200 Non-ECC Unbuffered 1.2V CL17 2Rx8 Dual Rank 288 Pin UDIMM Desktop PC Computer Memory RAM Upgrade (32GB KIT(2x16GB)),32.0,4.0,2400.0,17.0,1.2,timetec,1.0,0.0,205.99
Kingston FURY Beast White 32GB 5600MT/s CL36 DDR5 EXPO DIMM | Overclocking | AMD EXPO | KF556C36BWE-32,32.0,5.0,5600.0,36.0,1.25,kingston,0.0,1.0,338.99
Kingston Fury Beast 64GB (2x32GB) 5600MT/s DDR5 CL36 RGB Desktop Memory Kit of 2 | Infrared Syncing | AMD Expo | KF556C36BBEAK2-64,64.0,5.0,5600.0,36.0,1.25,kingston,1.0,1.0,899.0
Kingston Fury Beast White RGB 32GB (2x16GB) 6400MT/s DDR5 CL32 DIMM Desktop Gaming Memory Kit of 2 AMD Expo/Intel XMP - KF564C32BWEAK2-32,32.0,5.0,6400.0,32.0,1.25,kingston,1.0,1.0,748.54
Kingston FURY Beast 32GB 5600MT/s DDR5 CL40 Desktop Memory | Intel XMP 3.0 | Single Module | KF556C40BB-32,32.0,5.0,5600.0,40.0,1.25,kingston,0.0,1.0,629.99
Kingston FURY Beast White RGB 64GB (2x32GB) 5200MT/s CL40 DDR5 XMP DIMM | Infrared Syncing | FURY CTRL Software | Overclocking | Intel XMP 3.0 | Kit of 2 |KF552C40BWAK2-64,64.0,5.0,5200.0,40.0,1.25,kingston,1.0,1.0,1241.99
KINGSTON FURY Beast White DDR5 32GB (2x16GB) 6400MT/s CL32 DIMM Desktop Gaming Memory Kit of 2 AMD Expo and Intel XMP - KF564C32BWEK2-32,32.0,5.0,6400.0,32.0,1.25,kingston,1.0,1.0,720.55
KINGSTON FURY Beast White DDR5 32GB (2x16GB) 6000MT/s CL36 DIMM Desktop Gaming Memory Kit of 2 AMD EXPO and Intel XMP - KF560C36BWE2K2-32,32.0,5.0,6000.0,36.0,1.25,kingston,1.0,1.0,637.49
Kingston FURY Renegade RGB 32GB (2x16GB) 6400MT/s DDR5 CL32 DIMM Desktop Memory (Kit of 2) | Intel XMP 3.0 | Overclocking Stability | KF564C32RSAK2-32,32.0,5.0,6400.0,32.0,1.25,kingston,1.0,1.0,629.99
KINGSTON FURY Renegade DDR5 Silver/Black XMP 96GB 6000MT/s CL32 DIMM Desktop Gaming Memory (Kit of 2) - KF560C32RSK2-96,96.0,5.0,6000.0,32.0,1.25,kingston,1.0,1.0,1405.57
"Crucial 32GB Kit (16GBx2), 260-pin SODIMM, DDR4 PC4-19200,",32.0,4.0,2400.0,17.0,1.2,crucial,1.0,0.0,258.95
Crucial 32GB Kit (16GB x 2) DDR4 2666 MT/s (PC4-21300) UDIMM 288-Pin Memory - CT2K16G4DFRA266,32.0,4.0,2666.0,17.0,1.2,crucial,1.0,0.0,223.8
"Crucial 32GB Kit (16GBx2), 260-pin SODIMM, DDR4 PC4-21300,",32.0,4.0,2666.0,17.0,1.2,crucial,1.0,0.0,244.8
"Crucial 32GB Kit (16GBx2), 288-pin DIMM, DDR4 PC4-21300,",32.0,4.0,2666.0,17.0,1.2,crucial,1.0,0.0,237.99
Crucial 32GB Kit (16GB x 2) DDR4 2666 MT/s (PC4-21300) SODIMM 260-Pin Memory - CT2K16G4SFRA266,32.0,4.0,2666.0,17.0,1.2,crucial,1.0,0.0,279.0
Crucial 64GB Kit (16GBx4) DDR4 2400 MT/s (PC4-19200) DR x8 DIMM 288-Pin Memory - CT4K16G4DFD824A,64.0,4.0,2400.0,17.0,1.2,crucial,1.0,0.0,498.95
Crucial 64GB Kit (16GBx4) DDR4 2666 MT/s (PC4-21300) DR x8 DIMM 288-Pin Memory - CT4K16G4DFD8266,64.0,4.0,2666.0,17.0,1.2,crucial,1.0,0.0,494.99
Crucial RAM CT32G4DFD8266 32GB DDR4 2666 MHz CL19 Desktop Memory,32.0,4.0,2666.0,19.0,1.2,crucial,0.0,0.0,249.78
Crucial 32GB Kit (16GBx2) DDR4 2133 MT/s (PC4-17000) SODIMM 260-Pin Memory - CT2K16G4SFD8213,32.0,4.0,2133.0,13.0,1.2,crucial,1.0,0.0,249.99
"Crucial Memory Bundle with 32GB (2x16GB) DDR4 PC4-21300 2666 MT/s DR X8 DIMM 288-Pin Memory (CT2K16G4DFD8266) Compatible with OptiPlex SFF, Tower 3050, 3060, 3070, 5050, 5060, 5070, 7050, 7060, 7070",32.0,4.0,2666.0,17.0,1.2,crucial,1.0,0.0,249.99
Crucial 32GB Kit (16GBx2) DDR4-2133 MT/S (PC4-2133) CL15 dual ranked x4based ECC Registered Server Memory CT2K16G4RFD4213,32.0,4.0,2133.0,15.0,1.2,crucial,1.0,0.0,213.99
"Crucial CT16G4DFRA32A Memory for Desktop PC PC4-25600 (DDR4-3200), 32GB (16GB x 2), DIMM Memory",32.0,4.0,3200.0,22.0,1.2,crucial,0.0,0.0,287.94
"Crucial 32GB, 288-pin DIMM, DDR4 PC4-21300,",32.0,4.0,2666.0,17.0,1.2,crucial,0.0,0.0,269.99
"Crucial Bundle with 64GB (2 x 32GB) DDR4 PC4-21300 2666MHz RDIMM (2 x CT32G4RFD4266), Dual Ranked Registered ECC Memory",64.0,4.0,2666.0,17.0,1.2,crucial,1.0,0.0,449.0
Crucial 32GB DDR4 ECC Memory 1 DDR4 2133 (PC4 2133) CT32G4LFQ4213,32.0,4.0,2133.0,13.0,1.2,crucial,0.0,0.0,229.0
"Crucial Memory Bundle with 32GB (2x16GB) DDR4 PC4-21300 2666MHz DR x8 SODIMM Memory CT2K16G4SFD8266 Compatible with OptiPlex Micro Form Factor 3050, 3060, 3070, 5050, 5060, 5070, 7050, 7060, 7070",32.0,4.0,2666.0,17.0,1.2,crucial,1.0,0.0,258.4
NEMIX RAM 256GB (8X32GB) DDR4 2933MHZ PC4-23400 2Rx4 1.2V CL21 288-PIN ECC RDIMM Registered Server Memory KIT,256.0,4.0,2933.0,21.0,1.2,unknown,1.0,0.0,3339.99
NEMIX RAM 192GB (6X32GB) DDR5 4800MHZ PC5-38400 2Rx8 1.1V CL40 288-PIN ECC RDIMM Registered Server Memory KIT,192.0,5.0,4800.0,40.0,1.1,unknown,1.0,0.0,6561.89
NEMIX RAM 256GB (4X64GB) DDR5 4800MHZ PC5-38400 2Rx4 1.1V CL40 288-PIN ECC RDIMM Registered Server Memory KIT,256.0,5.0,4800.0,40.0,1.1,unknown,1.0,0.0,7596.99
SK HYNIX 32GB HMA84GR7MFR4N-UH DDR4-2400 ECC RDIMM 2Rx4 PC4-19200T-R CL17 Server Memory,32.0,4.0,2400.0,17.0,1.2,sk hynix,0.0,0.0,229.0
A-Tech 32GB Kit (2x16GB) DDR4 2400MHz PC4-19200 ECC RDIMM 2Rx4 Dual Rank 1.2V ECC Registered DIMM 288-Pin Server & Workstation RAM Memory Upgrade Modules (A-Tech Enterprise Series),32.0,4.0,2400.0,17.0,1.2,a-tech,1.0,0.0,239.98
A-Tech 64GB Kit (2x32GB) DDR4 2400MHz PC4-19200 ECC RDIMM 2Rx4 Dual Rank 1.2V ECC Registered DIMM 288-Pin Server & Workstation RAM Memory Upgrade Modules (A-Tech Enterprise Series),64.0,4.0,2400.0,17.0,1.2,a-tech,1.0,0.0,519.98
32GB (1X32GB) DDR5 5600MHz PC5-44800 2Rx8 1.1V CL46 288-PIN ECC RDIMM Registered NEMIX RAM Server Memory Compatible with Micron MTC18F1045S1PC56B,32.0,5.0,5600.0,46.0,1.1,micron,0.0,0.0,1298.0
NEMIX RAM 64GB (2X32GB) DDR4 2933MHZ PC4-23400 2Rx4 1.2V CL21 288-PIN ECC RDIMM Registered Server Memory KIT,64.0,4.0,2933.0,21.0,1.2,unknown,1.0,0.0,838.99
Timetec Hynix Original 32GB KIT(2x16GB) DDR4 2666MHz PC4-21300 Registered ECC 1.2V CL19 2Rx8 Dual Rank 288 Pin RDIMM Server Memory RAM Module Upgrade (32GB KIT (2x16GB)),32.0,4.0,2666.0,19.0,1.2,timetec,1.0,0.0,209.99
A-Tech 32GB DDR5 4800MHz PC5-38400 ECC RDIMM 2Rx8 (EC8 10x4) Dual Rank 1.1V ECC Registered DIMM 288-Pin Server RAM Memory Upgrade Module (A-Tech Enterprise Series),32.0,5.0,4800.0,40.0,1.1,a-tech,0.0,0.0,989.99
NEMIX RAM 128GB (4X32GB) DDR4 3200MHZ PC4-25600 2Rx4 1.2V CL22 288-PIN ECC RDIMM Registered Server Memory KIT,128.0,4.0,3200.0,22.0,1.2,unknown,1.0,0.0,1796.99
A-Tech 256GB Kit (8x32GB) DDR4 2666MHz PC4-21300 ECC RDIMM 2Rx4 Dual Rank 1.2V ECC Registered DIMM 288-Pin Server & Workstation RAM Memory Upgrade Modules (A-Tech Enterprise Series),256.0,4.0,2666.0,17.0,1.2,a-tech,1.0,0.0,2159.92
Timetec Hynix Original 64GB KIT(2x32GB) DDR4 2666MHz PC4-21300 Registered ECC 1.2V CL19 2Rx4 Dual Rank 288 Pin RDIMM Server Memory Ram Module Upgrade (64GB KIT(2x32GB)),64.0,4.0,2666.0,19.0,1.2,timetec,1.0,0.0,399.99
Hynix DDR4-2133 32GB/4Gx72 ECC/REG CL15 Chip Server Memory HMA84GR7MFR4N-TF,32.0,4.0,2133.0,15.0,1.2,unknown,0.0,0.0,238.99
NEMIX RAM 128GB (4X32GB) DDR4 2666MHZ PC4-21300 2Rx4 1.2V CL19 288-PIN ECC RDIMM Registered Server Memory KIT,128.0,4.0,2666.0,19.0,1.2,unknown,1.0,0.0,1197.89
NEMIX RAM 64GB (2X32GB) DDR5 4800MHZ PC5-38400 2Rx8 1.1V CL40 288-PIN ECC RDIMM Registered Server Memory KIT,64.0,5.0,4800.0,40.0,1.1,unknown,1.0,0.0,2195.89
A-Tech 32GB DDR5 4800MHz PC5-38400 ECC RDIMM 1Rx4 (EC8 10x4) Single Rank 1.1V ECC Registered DIMM 288-Pin Server RAM Memory Upgrade Module (A-Tech Enterprise Series),32.0,5.0,4800.0,40.0,1.1,a-tech,0.0,0.0,879.99
CT32G4RFD4266 32GB DDR4 2666 RDIMM ECC REG 2Rx4 CL19 PC4-21300 1.2V 288-PIN Server Module,32.0,4.0,2666.0,19.0,1.2,unknown,0.0,0.0,247.99
NEMIX RAM 128GB (4X32GB) DDR4 2933MHZ PC4-23400 2Rx4 1.2V CL21 288-PIN ECC RDIMM Registered Server Memory KIT,128.0,4.0,2933.0,21.0,1.2,unknown,1.0,0.0,1676.99
128GB (2X64GB) DDR5 5600MHZ PC5-44800 4Rx4 1.1V CL46 288-PIN ECC Registered RDIMM NEMIX RAM Server Memory KIT,128.0,5.0,5600.0,46.0,1.1,unknown,1.0,0.0,4598.99
NEMIX RAM 256GB (4X64GB) DDR4 3200MHZ PC4-25600 2Rx4 1.2V CL22 288-PIN ECC RDIMM Registered Server Memory KIT,256.0,4.0,3200.0,22.0,1.2,unknown,1.0,0.0,2396.99
Timetec Premium 32GB KIT(2x16GB) DDR4 2133MHz PC4-17000 Non-ECC Unbuffered 1.2V CL15 2Rx8 Dual Rank 260 Pin SODIMM Laptop Notebook PC Computer Memory RAM Upgrade (32GB KIT(2x16GB)),32.0,4.0,2133.0,15.0,1.2,timetec,1.0,0.0,203.99
Timetec 32GB KIT(2x16GB) DDR4 SODIMM for Intel NUC KIT/Mini PC/HTPC/NUC Board 2133MHz PC4-17000 Non-ECC Unbuffered 1.2V CL15 Dual Rank 260 Pin Computer Memory Ram Module Upgrade (32GB KIT(2x16GB)),32.0,4.0,2133.0,15.0,1.2,timetec,1.0,0.0,203.99
NEMIX RAM 32GB (2X16GB) DDR5 4800MHZ PC5-38400 1Rx8 1.1V CL40 288-PIN ECC RDIMM Registered Server Memory KIT Compatible with Dell PowerEdge R6625 Rack Server,32.0,5.0,4800.0,40.0,1.1,unknown,1.0,0.0,1078.99
"Micron Memory Bundle with 256GB (8 x 32GB) DDR4 PC4-21333 2666MHz RDIMM (8 x MTA36ASF4G72PZ-2G6E1), Dual Ranked Registered ECC Memory",256.0,4.0,2666.0,17.0,1.2,micron,1.0,0.0,1599.0
NEMIX RAM 128GB (4X32GB) DDR4 2400MHZ PC4-19200 2Rx4 1.2V CL17 288-PIN ECC RDIMM Registered Server Memory KIT Compatible with Dell PowerEdge FC830 Server,128.0,4.0,2400.0,17.0,1.2,unknown,1.0,0.0,1006.49
A-Tech 32GB Kit (2x16GB) DDR3/DDR3L 1333MHz PC3L-10600R ECC RDIMM 4Rx4 Quad Rank 1.35V Registered DIMM 240-Pin Server RAM Memory Upgrade Modules (A-Tech Enterprise Series),32.0,3.0,1333.0,11.0,1.35,a-tech,1.0,0.0,81.15
Samsung 32GB DDR4 2400MHz PC4-19200 ECC RDIMM 2Rx4 Dual Rank 1.2V Registered DIMM 288-Pin Server RAM Memory M393A4K40CB1-CRC,32.0,4.0,2400.0,17.0,1.2,samsung,0.0,0.0,319.99
Server Replacement for Lenovo 4X71M22549 32GB DDR5 4800MHz ECC RDIMM RAM ThinkStation P7AMD30HH,32.0,5.0,4800.0,40.0,1.1,lenovo,0.0,0.0,1295.95
NEMIX RAM 32GB (1X32GB) DDR4 2666MHZ PC4-21300 2Rx4 1.2V CL19 288-PIN ECC RDIMM Registered Server Memory Compatible with HPE Z440 Server,32.0,4.0,2666.0,19.0,1.2,unknown,0.0,0.0,299.95
OWC 32GB (4x8GB) DDR3 1333 PC3-10600 CL9 2Rx4 240-pin 1.5V ECC Registered RDIMM Memory RAM Module Upgrade Kit Compatible with Dell PowerEdge R610 R710,32.0,3.0,1333.0,9.0,1.5,unknown,1.0,0.0,112.76
Synology RDIMM ECC RAM DDR4-2666 32GB (D4RD-2666-32G),32.0,4.0,2666.0,17.0,1.2,unknown,0.0,0.0,399.99
"NEMIX RAM 32GB (1X32GB) DDR5 4800MHZ PC5-38400 2Rx8 1.1V CL40 288-PIN ECC RDIMM Registered Server Memory Compatible with Kingston KSM48R40BD8KMM-32HMR, KSM48R40BD8-32HA, KSM48R40BD8-32MD",32.0,5.0,4800.0,40.0,1.1,kingston,0.0,0.0,1099.0
NEMIX RAM 32GB (2X16GB) DDR4 3200MHZ PC4-25600 2Rx8 1.2V CL22 288-PIN ECC RDIMM Registered Server Memory KIT,32.0,4.0,3200.0,22.0,1.2,unknown,1.0,0.0,371.89
NEMIX RAM 384GB (12X32GB) DDR4 3200MHZ PC4-25600 2Rx4 1.2V CL22 288-PIN ECC RDIMM Registered Server Memory KIT,384.0,4.0,3200.0,22.0,1.2,unknown,1.0,0.0,5339.99
NEMIX RAM 32GB (2X16GB) DDR4 2933MHZ PC4-23400 2Rx8 1.2V CL21 288-PIN ECC RDIMM KIT Registered Server Memory Compatible with Dell PowerEdge R450 Rack Server,32.0,4.0,2933.0,21.0,1.2,unknown,1.0,0.0,347.49
A-Tech 64GB Kit (2x32GB) RAM for Dell PowerEdge R650 | DDR4 3200MHz PC4-25600 ECC RDIMM 2Rx4 Registered Server Memory Upgrade,64.0,4.0,3200.0,22.0,1.2,a-tech,1.0,0.0,1079.98
NEMIX RAM 48GB (6X8GB) DDR4 2933MHZ PC4-23400 1Rx4 1.2V CL21 288-PIN ECC RDIMM Registered Server Memory KIT,48.0,4.0,2933.0,21.0,1.2,unknown,1.0,0.0,559.99
NEMIX RAM 768GB (12X64GB) DDR5 4800MHZ PC5-38400 2Rx4 1.1V CL40 288-PIN ECC RDIMM Registered Server Memory KIT,768.0,5.0,4800.0,40.0,1.1,unknown,1.0,0.0,22699.99
"A-Tech 32GB RAM for Intel Xeon Silver 4410T, 4410Y, 4416+ | DDR5 4800MHz PC5-38400 EC8 RDIMM 2Rx8 ECC Registered Server Memory Upgrade",32.0,5.0,4800.0,40.0,1.1,a-tech,0.0,0.0,989.99
NEMIX RAM 32GB (2X16GB) DDR4 2666MHZ PC4-21300 2Rx4 1.2V CL19 288-PIN ECC RDIMM Registered Server Memory KIT,32.0,4.0,2666.0,19.0,1.2,unknown,1.0,0.0,291.89
"NEMIX RAM 64GB (2X32GB) DDR4 2933MHZ PC4-23400 2Rx4 1.2V CL21 288-PIN ECC RDIMM Registered Server Memory KIT Compatible with Apple Mac Pro 2019 7,1",64.0,4.0,2933.0,21.0,1.2,unknown,1.0,0.0,838.99
NEMIX RAM 32GB (2X16GB) DDR4 2666MHZ PC4-21300 2Rx8 1.2V CL19 288-PIN ECC RDIMM Registered Server Memory KIT,32.0,4.0,2666.0,19.0,1.2,unknown,1.0,0.0,287.49
Samsung Memory Bundle with 256GB (8 x 32GB) DDR4 PC4-21300 2666MHz RDIMM (8 x M393A4K40CB2-CTD) Registered Server Memory,256.0,4.0,2666.0,17.0,1.2,samsung,1.0,0.0,1599.0
A-Tech Server 32GB Kit (2x16GB) DDR4 3200MHz PC4-25600 ECC UDIMM 2Rx8 Dual Rank 1.2V ECC Unbuffered DIMM 288-Pin Server & Workstation RAM Memory Upgrade Modules (A-Tech Enterprise Series),32.0,4.0,3200.0,22.0,1.2,a-tech,1.0,0.0,459.98
