title,Capacity_GB,Generation,Speed_MHz,Latency,Brand,Is_kit,Is_gaming,Final_Price
Timetec 32GB KIT(2x16GB) DDR4 2666MHz (DDR4-2666) PC4-21300 (PC4-2666V) Non-ECC Unbuffered 1.2V CL19 2Rx8 Dual Rank 260 Pin SODIMM Laptop Notebook PC Computer Memory RAM Module Upgrade,32.0,4.0,2666.0,19,Timetec,1.0,0.0,205.99
Timetec Hynix IC 4GB DDR3L SODIMM for Intel NUC KIT/Mini PC/HTPC/NUC Board 1600MHz PC3L-12800 Non ECC Unbuffered 1.35V CL11 2Rx8 Dual Rank 204 Memory Ram Module Upgrade(4GB),4.0,3.0,1600.0,11,Timetec,1.0,0.0,16.99
Timetec Hynix IC 16GB DDR4 SODIMM for Intel NUC KIT/Mini PC/HTPC/NUC Board 2400MHz PC4-19200 Non ECC Unbuffered 1.2V CL17 Dual Rank 260 Pin Memory Upgrade(16GB),16.0,4.0,2400.0,17,Timetec,1.0,0.0,105.99
Timetec Hynix IC 8GB DDR4 SODIMM for Intel NUC KIT/Mini PC/HTPC/NUC Board 2666MHz PC4-21300 Non ECC Unbuffered 1.2V CL19 1Rx8 Single Rank 260 Pin Computer Memory Ram Module Upgrade(8GB),8.0,4.0,2666.0,19,Timetec,1.0,0.0,60.99
Timetec Premium 16GB KIT(2x8GB) DDR4 2400MHz PC4-19200 Non-ECC Unbuffered 1.2V CL17 1Rx8 Single Rank 288 Pin UDIMM Desktop PC Computer Memory RAM Module Upgrade (16GB KIT(2x8GB)),16.0,4.0,2400.0,17,Timetec,1.0,0.0,119.99
"Timetec Hynix IC 8GB Compatible for Apple 2017 iMac 27-inch w/Retina 5K Display, 2017 iMac 21.5-inch w/Retina 4K or Non-Retina Display DDR4 2400MHz PC4-19200 1Rx8 CL17 SODIMM Memory (Single Rank 8GB)",8.0,4.0,2400.0,17,Timetec,0.0,0.0,58.99
Timetec Hynix IC 64GB KIT(2x32GB) DDR4 3200MHz PC4-25600 Unbuffered ECC UDIMM 1.2V CL22 2Rx8 Dual Rank 260 Pin SODIMM Memory RAM Module Upgrade (64GB KIT(2x32GB)),64.0,4.0,3200.0,22,Timetec,1.0,0.0,440.99
Timetec Hynix IC 32GB DDR4 3200MHz PC4-25600 Unbuffered ECC UDIMM 1.2V CL22 2Rx8 Dual Rank 260 Pin SODIMM Memory RAM Module Upgrade (32GB),32.0,4.0,3200.0,22,Timetec,0.0,0.0,230.99
Timetec Hynix 4GB DDR4 3200MHz (DDR4-3200) PC4-25600 Non-ECC Unbuffered 1.2V CL22 1Rx16 Single Rank 260 Pin SODIMM Compatible with AMD and Intel Gaming Laptop Notebook PC Computer Memory RAM Module,4.0,4.0,3200.0,22,Timetec,0.0,1.0,30.99
Timetec Pinnacle Konduit 16GB KIT(2x8GB) DDR4 3200MHz PC4-25600 CL16-18-18-38 XMP2.0 Overclocking 1.35V Compatible for AMD and Intel Desktop Gaming PC Memory Module RAM - Black,16.0,4.0,3200.0,16,Timetec,1.0,1.0,129.99
"Timetec 8GB KIT(2x4GB) Compatible for Apple DDR3 1067MHz / 1066MHz PC3-8500 CL7 for Mac Book, Mac Book Pro, iMac, Mac mini (Late 2008, Early/Mid/Late 2009, Mid 2010) SODIMM Memory MAC RAM Upgrade",8.0,3.0,1067.0,7,Timetec,1.0,0.0,26.99
Timetec Pinnacle Konduit 16GB KIT(2x8GB) DDR4 3200MHz PC4-25600 CL16-18-18-38 XMP2.0 Overclocking 1.35V Compatible for AMD and Intel Desktop Gaming PC Memory Module RAM - White,16.0,4.0,3200.0,16,Timetec,1.0,1.0,129.99
"Timetec Pinnacle Konduit RGB DDR4 3200MHz PC4-25600 CL16-18-18-38 XMP2.0 Overclocking 1.35V Compatible for AMD and Intel Desktop Gaming PC Memory Module RAM (RGB Black, 16GB KIT(2x8GB))",16.0,4.0,3200.0,16,Timetec,1.0,1.0,138.99
Patriot Viper Steel DDR4 RAM 16GB (1X16GB) 3200MHz CL16 1.35v UDIMM Desktop Gaming Memory Module Compatible with XMP - PVS416G320C6,16.0,4.0,3200.0,16,Patriot,0.0,1.0,149.99
Patriot Viper Steel DDR4 RAM 32GB (2X16GB) 3200MHz CL16 1.35v UDIMM Desktop Gaming Memory Kit Compatible with XMP - PVS432G320C6K,32.0,4.0,3200.0,16,Patriot,1.0,1.0,274.99
G.SKILL Trident Z RGB Series DDR4 RAM (XMP) 32GB (2x16GB) 3600MT/s CL18-22-22-42 1.35V Intel AMD Desktop Computer Memory U-DIMM (F4-3600C18D-32GTZR),32.0,4.0,3600.0,18,G.SKILL,1.0,1.0,319.99
Patriot Viper Steel RGB DDR4 RAM 16GB (2X8GB) 3600MT/s CL18 1.35v UDIMM Desktop Gaming Memory Kit Compatible with XMP - PVSR416G360C8K,16.0,4.0,3600.0,18,Patriot,1.0,1.0,164.99
Patriot Viper Steel RGB DDR4 RAM 16GB (2X8GB) 3200MT/s CL16 1.35v UDIMM Desktop Gaming Memory Kit Compatible with XMP - PVSR416G320C6K,16.0,4.0,3200.0,16,Patriot,1.0,1.0,164.99
Patriot Viper Steel RGB DDR4 RAM 16GB (1X16GB) 3600MHz CL20 1.35v UDIMM Desktop Gaming Memory Module Compatible with XMP - PVSR416G360C0,16.0,4.0,3600.0,20,Patriot,0.0,1.0,154.99
Patriot Viper Steel DDR4 RAM 16GB (1X16GB) 2400MHz CL15 1.2v SODIMM Laptop/Notebook Memory Module Compatible with XMP - PVS416G240C5S,16.0,4.0,2400.0,15,Patriot,0.0,1.0,129.99
Patriot Viper Steel DDR4 RAM 16GB (1X16GB) 3200MT/s CL18 1.35v SODIMM Laptop/Notebook Memory Module Compatible with XMP - PVS416G320C8S,16.0,4.0,3200.0,18,Patriot,0.0,1.0,144.99
Patriot Memory Viper Steel DDR4 RAM 16GB (1X16GB) 2666MHz CL18 1.2v SODIMM Laptop/Notebook Memory Module Compatible with XMP - PVS416G266C8S,16.0,4.0,2666.0,18,Patriot Memory,0.0,1.0,134.99
Patriot Viper Steel DDR4 RAM 8GB (1X8GB) 3200MT/s CL18 1.35v SODIMM Laptop/Notebook Memory Module Compatible with XMP - PVS48G320C8S,8.0,4.0,3200.0,18,Patriot,0.0,1.0,76.99
"DATO DDR4 RAM 16GB 3200MHz, PC4-25600 CL22 1.2V 288-Pin Non-ECC unbuffered dimm, Desktop Memory Module",16.0,4.0,3200.0,22,Unknown,0.0,0.0,173.99
Timetec Premium 32GB KIT(2x16GB) DDR4 3200MHz (or 2933MHz or 2666MHz) PC4-25600 Non-XMP CL22 1.2V Non-ECC Unbuffered 2Rx8 Dual Rank 288 Pin UDIMM Desktop PC Computer Memory RAM Upgrade,32.0,4.0,3200.0,22,Timetec,1.0,0.0,235.99
Timetec 16GB DDR4 3200MHz (or 2933MHz or 2666MHz) PC4-25600 CL22 1.2V Non-ECC Unbuffered 2Rx8 Dual Rank 288 Pin UDIMM Desktop PC Computer Memory RAM Module Upgrade (16GB),16.0,4.0,3200.0,22,Timetec,0.0,0.0,126.99
"16GB 1X16GB DDR4 3200MHZ PC4-25600 2Rx8 1.2V CL22 288-PIN NEMIX RAM ECC Unbuffered UDIMM Compatible with QNAP RAM-16GDR4ECK1-UD-3200, RAM-16GDR4ECT0-UD-3200",16.0,4.0,3200.0,22,QNAP,0.0,0.0,189.99
Patriot 16GB(2x8GB) Viper III DDR3 2400MHz (PC3 19200) CL10 Desktop Memory With Red Heatsink - PV316G240C0KRD,16.0,3.0,2400.0,10,Patriot,1.0,1.0,185.79
Patriot 32GB(4x8GB) Viper III DDR3 1866MHz (PC3 15000) CL10 Desktop Memory With Black Mamba Heatsink - PV332G186C0QK,32.0,3.0,1866.0,10,Patriot,1.0,1.0,234.28
"DATO 32GB DDR4 RAM, 16GBx2, Memory with RGB Heatsink 3200MHz CL16 1.35V XMP PC4-25600 288 Pin Non-ECC UDIMM Desktop Memory Module for Gaming, ARES Armor Lite, Black",32.0,4.0,3200.0,16,Unknown,0.0,1.0,326.99
Patriot Viper Elite 5 Ultra Gaming DDR5 RAM 48GB (2X24GB) 6400MT/s CL32 1.4v UDIMM Desktop Gaming Memory Kit Compatible with Intel XMP AMD Expo - VEU548G6432K,48.0,5.0,6400.0,32,Patriot,1.0,1.0,629.99
Patriot Memory Viper Elite 5 TUF Gaming RGB DDR5 RAM 32GB (2X16GB) 6600MT/s CL34 1.4v UDIMM Desktop Gaming Memory Kit Compatible with Intel XMP - PVER532G66C34KT,32.0,5.0,6600.0,34,Patriot Memory,1.0,1.0,1125.4
Patriot Viper Venom RGB DDR5 RAM 48GB (2X24GB) 6400MHz CL32 UDIMM Desktop Gaming Memory Kit Compatible with Intel XMP - PVVR548G640C32K,48.0,5.0,6400.0,32,Patriot,1.0,1.0,669.99
Patriot Viper Elite 5 Ultra Gaming RGB DDR5 RAM 48GB (2X24GB) 6400MT/s CL32 1.4v UDIMM Desktop Gaming Memory Kit Compatible with Intel XMP AMD Expo - VEUR548G6432K,48.0,5.0,6400.0,32,Patriot,1.0,1.0,699.99
Patriot Memory Viper Elite 5 RGB DDR5 RAM 48GB (2X24GB) 7000MT/s CL32 1.45v UDIMM Desktop Gaming Memory Kit Compatible with Intel XMP - PVER548G70C32KW,48.0,5.0,7000.0,32,Patriot Memory,1.0,1.0,886.35
TEAMGROUP T-Force Delta RGB DDR4 16GB (2x8GB) 3600MHz (PC4-28800) CL18 Desktop Gaming Memory Module Ram TF3D416G3600HC18JDC01 - Black,16.0,4.0,3600.0,18,TEAMGROUP,1.0,1.0,158.99
Patriot Viper Xtreme 5 CKD DDR5 RAM 48GB (2X24GB) 9200MT/s CL44 1.45v UDIMM Desktop Gaming Memory Kit Compatible with Intel XMP - VX548G9244CK,48.0,5.0,9200.0,44,Patriot,1.0,1.0,864.99
NEMIX RAM 64GB (4X16GB) DDR4 3200MHZ PC4-25600 2Rx8 1.2V CL22 288-PIN ECC RDIMM Registered Server Memory KIT Compatible with Dell PowerEdge R750 Rack Server,64.0,4.0,3200.0,22,Dell,1.0,0.0,742.89
Samsung 16GB DDR4 3200MHz PC4-25600 (PC4-3200AA) CL22 UDIMM 1Rx8 Single Rank 1.2V Non-ECC DIMM 288-Pin Desktop PC RAM Memory,16.0,4.0,3200.0,22,Samsung,0.0,0.0,136.0
NEMIX RAM 64GB (4X16GB) DDR4 3200MHZ PC4-25600 2Rx8 1.2V CL22 288-PIN ECC RDIMM Registered Server Memory KIT,64.0,4.0,3200.0,22,Unknown,1.0,0.0,742.89
"【DDR4 RAM Laptop Only】 GIGASTONE 64GB Kit (4x16GB) DDR4 3200MHz (2933MHz or 2666MHz) PC4-25600 (PC4-23400, 21300) CL22 1.2V SODIMM 260 Pin Unbuffered Non ECC High Performance Notebook Memory Upgrade",64.0,4.0,3200.0,22,Unknown,1.0,0.0,588.99
"【DDR4 RAM】GIGASTONE Game PRO 32GB Kit (2x16GB) DDR4 3200MHz PC4-25600 CL16-18-18-40 Gaming Desktop Memory – XMP 2.0 / AMD Support, 1.35V UDIMM 288-Pin, Unbuffered Non-ECC High-Performance RAM (Black)",32.0,4.0,3200.0,16,Unknown,1.0,1.0,318.99
XPG GAMMIX D35 DDR4 3200MHz CL16 32GB (2x16GB) PC4-25600 RAM 288-Pins UDIMM Desktop Memory Kit Black Heatsink(AX4U320016G16A-DTBKD35),32.0,4.0,3200.0,16,XPG,1.0,1.0,378.66
NEMIX RAM 32GB (2X16GB) DDR4 3200MHZ PC4-25600 1Rx8 1.2V CL22 260-PIN Non-ECC Unbuffered SODIMM Laptop PC Memory KIT Compatible with Dell Precision 3480 Mobile Workstation,32.0,4.0,3200.0,22,Dell,1.0,0.0,241.38
"【DDR4 RAM】GIGASTONE Game PRO 64GB Kit (4x16GB) DDR4 3200MHz PC4-25600 CL16-18-18-40 Gaming Desktop Memory – XMP 2.0 / AMD Support, 1.35V UDIMM 288-Pin, Unbuffered Non-ECC High-Performance RAM (White)",64.0,4.0,3200.0,16,Unknown,1.0,1.0,548.99
【DDR4 RAM】 GIGASTONE Game PRO 64GB Kit (4x16GB) DDR4 3200MHz PC4-25600 CL 16-18-18-40 Intel XMP 2.0 AMD Ryzen 1.35V UDIMM 288 Pin Unbuffered Non ECC High Performance Gaming Desktop Memory - Red,64.0,4.0,3200.0,16,Unknown,1.0,1.0,616.99
Timetec Premium 32GB KIT(2x16GB) DDR4 2400MHz PC4-19200 Non-ECC Unbuffered 1.2V CL17 2Rx8 260 Pin SODIMM Laptop Notebook PC Computer Memory RAM Upgrade (32GB KIT(2x16GB)),32.0,4.0,2400.0,17,Timetec,1.0,0.0,205.99
Patriot Viper Steel RGB DDR4 RAM 16GB (1X16GB) 3200MHz CL18 1.35v UDIMM Desktop Gaming Memory Module Compatible with XMP - PVSR416G320C8,16.0,4.0,3200.0,18,Patriot,0.0,1.0,149.99
"fanxiang RGB DDR4 RAM 32GB (2x16GB) 3200MHz CL16 V1.35, Desktop Gaming Machine Overclocking Memory, Intel XMP 2.0 & AMD Compatible - Black",32.0,4.0,3200.0,16,Unknown,1.0,1.0,249.99
OWC 16GB DDR4 3200MHz PC4-25600 CL22 1.2V 260pin Non-ECC SODIMM Memory RAM Compatible with HP ProBook 430 G8 440 G8 440 G9 445 G7 445 G8,16.0,4.0,3200.0,22,OWC,0.0,0.0,135.99
Adamanta 16GB (1x16GB) DDR4 3200MHz (or 2933MHz or 2666MHz or 2400MHz or 2133MHz) PC4-25600 SODIMM 2Rx8 CL22 1.2v Non-ECC Unbuffered Notebook Laptop Gaming RAM Memory Upgrade,16.0,4.0,3200.0,22,Adamanta,0.0,1.0,118.5
OWC 32GB (2x16GB) DDR4 3200MHz PC4-25600 CL22 1RX8 ECC Unbuffered UDIMM 1.2V 288-pin Workstation Server Memory RAM,32.0,4.0,3200.0,22,OWC,1.0,0.0,318.38
KLEVV DDR4 16GB (1x16GB) 3200MHz CL22 1.2V SODIMM Laptop Ram Memory SK Hynix Chip (KD4AGSA80-32N220A),16.0,4.0,3200.0,22,SK Hynix,0.0,0.0,146.99
OLOy DDR4 RAM 16GB (2x8GB) White Blade RGB 3200 MHz CL16 1.35V 288-Pin Desktop Gaming UDIMM (MD4U0832161BRWDA),16.0,4.0,3200.0,16,Unknown,1.0,1.0,138.99
NEMIX RAM 16GB (1X16GB) DDR4 3200MHZ PC4-25600 1Rx8 1.2V CL22 260-PIN Non-ECC Unbuffered SODIMM Laptop PC Memory KIT Compatible with Dell Precision 3580 Mobile Workstation,16.0,4.0,3200.0,22,Dell,0.0,0.0,120.69
DDR5 32GB 5600MHz Ram（16GB×2）(PC4-44800) Desktop (DIMM) Computer Memory CL42 (5600MT/s XMP3.0/Expo) with Heatsink White Acclamator,32.0,5.0,5600.0,42,Unknown,0.0,1.0,369.99
NEMIX RAM 32GB (2X16GB) DDR5 4800MHZ PC5-38400 1Rx8 1.1V CL40 288-PIN Non-ECC Unbuffered UDIMM Desktop PC Memory KIT Compatible with MSI Z790 Project Zero Motherboard,32.0,5.0,4800.0,40,Unknown,1.0,0.0,578.99
NEMIX RAM 32GB (2X16GB) DDR5 4800MHZ PC5-38400 1Rx8 1.1V CL40 288-PIN Non-ECC Unbuffered UDIMM Desktop PC Memory KIT Compatible with ASRock Z790 Taichi Z790 Taichi Carrara Z790 Taichi Lite MBD,32.0,5.0,4800.0,40,Unknown,1.0,0.0,578.99
【RGB DDR5 RAM】 GIGASTONE Game Turbo 64GB Kit (4x16GB) DDR5 6000MHz PC5-48000 CL40-40-40-76 Intel XMP 3.0 AMD Expo 1.3V UDIMM 288 Pin Unbuffered Non ECC High Performance Gaming Desktop Memory - Black,64.0,5.0,6000.0,40,Unknown,1.0,1.0,1040.99
NEMIX RAM 32GB (2X16GB) DDR5 5600MHZ PC5-44800 1Rx8 1.1V 288-PIN CL46 Non-ECC Unbuffered UDIMM Desktop PC Memory KIT Compatible with Supermicro C9Z790-CGW Motherboard,32.0,5.0,5600.0,46,Unknown,1.0,0.0,598.99
NEMIX RAM 32GB (2X16GB) DDR5 4800MHZ PC5-38400 1Rx8 1.1V CL40 288-PIN Non-ECC Unbuffered UDIMM Desktop PC Memory KIT Compatible with ASUS ROG Maximus Z890 APEX Motherboard,32.0,5.0,4800.0,40,Unknown,1.0,0.0,578.99
NEMIX RAM 32GB (2X16GB) DDR5 4800MHZ PC5-38400 1Rx8 1.1V CL40 288-PIN Non-ECC Unbuffered UDIMM Desktop PC Memory KIT Compatible with ASRock Z790 Lightning WiFi Motherboard,32.0,5.0,4800.0,40,Unknown,1.0,0.0,578.99
TEAMGROUP T-Force Delta RGB DDR5 Ram 32GB (2x16GB) 6000MHz PC5-48000 CL28 Intel XMP 3.0 AMD Expo Compatible Desktop Memory Black FF3D532G6000HC28ADC01,32.0,5.0,6000.0,28,TEAMGROUP,1.0,1.0,649.99
G.SKILL Trident Z5 Royal Series DDR5 RAM (Intel XMP 3.0) 32GB (2x16GB) 6400MT/s CL30-39-39-102 1.40V Desktop Computer Memory U-DIMM - Silver (F5-6400J3039G16GX2-TR5S),32.0,5.0,6400.0,30,G.SKILL,1.0,1.0,559.99
G.SKILL Trident Z5 Neo RGB Series DDR5 RAM (AMD Expo) 64GB (2x32GB) 6000MT/s CL32-38-38-96 1.40V Desktop Computer Memory U-DIMM - Matte Black (F5-6000J3238G32GX2-TZ5NR),64.0,5.0,6000.0,32,G.SKILL,1.0,1.0,949.99
NEMIX RAM 32GB (2X16GB) DDR5 4800MHZ PC5-38400 1Rx8 1.1V CL40 288-PIN Non-ECC Unbuffered UDIMM Desktop PC Memory KIT Compatible with MSI B650M Project Zero Motherboard,32.0,5.0,4800.0,40,Unknown,1.0,0.0,578.99
Patriot Memory Viper Elite 5 TUF Gaming RGB DDR5 RAM 32GB (2X16GB) 6000MT/s CL36 1.35v UDIMM Desktop Gaming Memory Kit Compatible with Intel XMP/AMD Expo - PVER532G60C36KT,32.0,5.0,6000.0,36,Patriot Memory,1.0,1.0,695.57
NEMIX RAM 32GB (2X16GB) DDR5 4800MHZ PC5-38400 1Rx8 1.1V CL40 288-PIN Non-ECC Unbuffered UDIMM Desktop PC Memory KIT Compatible with Dell Alienware Aurora R15,32.0,5.0,4800.0,40,Dell,1.0,0.0,578.99
NEMIX RAM 32GB (2X16GB) DDR5 4800MHZ PC5-38400 1Rx8 1.1V CL40 288-PIN Non-ECC Unbuffered UDIMM Desktop PC Memory KIT Compatible with MSI B760M Project Zero Motherboard,32.0,5.0,4800.0,40,Unknown,1.0,0.0,578.99
G.SKILL Trident Z5 Neo RGB Series DDR5 RAM (AMD Expo) 32GB (2x16GB) 6400MT/s CL32-39-39-102 1.40V Desktop Computer Memory U-DIMM - Matte White (F5-6400J3239G16GX2-TZ5NRW),32.0,5.0,6400.0,32,G.SKILL,1.0,1.0,519.99
NEMIX RAM 32GB (2X16GB) DDR5 5200MHZ PC5-41600 1Rx8 1.1V CL44 288-PIN NON-ECC Unbuffered UDIMM Desktop PC Memory KIT Compatible with ASRock Z790 Taichi Z790 Taichi Carrara Z790 Taichi Lite Motherboard,32.0,5.0,5200.0,44,Unknown,1.0,0.0,598.99
NEMIX RAM 32GB (2X16GB) DDR5 4800MHZ PC5-38400 1Rx8 1.1V CL40 288-PIN Non-ECC Unbuffered UDIMM Desktop PC Memory KIT Compatible with MSI X670E Gaming Plus WiFi Gaming Motherboard,32.0,5.0,4800.0,40,Unknown,1.0,1.0,578.99
NEMIX RAM 32GB (2X16GB) DDR5 5200MHZ PC5-41600 1Rx8 1.1V CL44 288-PIN Non-ECC Unbuffered UDIMM Desktop PC Memory KIT Compatible with SUPERMICRO Desktop Gaming SuperWorkstation SYS-531AD-I C9Z790-CG,32.0,5.0,5200.0,44,Unknown,1.0,1.0,598.99
NEMIX RAM 32GB (2X16GB) DDR5 5200MHZ PC5-41600 1Rx8 1.1V CL44 288-PIN Non-ECC Unbuffered UDIMM Desktop PC Memory KIT,32.0,5.0,5200.0,44,Unknown,1.0,0.0,598.99
NEMIX RAM 32GB (2X16GB) DDR5 4800MHZ PC5-38400 1Rx8 1.1V CL40 288-PIN Non-ECC Unbuffered UDIMM Desktop PC Memory KIT Compatible with ASRock Z790 LiveMixer B650 LiveMixer Broadcasting Motherboard,32.0,5.0,4800.0,40,Unknown,1.0,0.0,578.99
G.SKILL Flare X5 Series DDR5 RAM (AMD EXPO) 64GB (2x32GB) 6000MT/s CL28-36-36-96 1.40V Desktop Computer Memory U-DIMM - Matte Black (F5-6000J2836G32GX2-FX5),64.0,5.0,6000.0,28,G.SKILL,1.0,0.0,1049.99
NEMIX RAM 32GB (2X16GB) DDR5 4800MHZ PC5-38400 1Rx8 1.1V CL40 288-PIN Non-ECC Unbuffered UDIMM Desktop PC Memory KIT Compatible with ASUS ROG Strix Z890-I Gaming WiFi Motherboard,32.0,5.0,4800.0,40,Unknown,1.0,1.0,578.99
KLEVV CRAS V 32GB (2X16GB) DDR5 RGB Gaming RAM 6000MT/S PC5-48000 Unbuffered Non-ECC 1.35V CL30 Memory Module KIT,32.0,5.0,6000.0,30,Unknown,1.0,1.0,899.45
G.SKILL Trident Z5 RGB Series DDR5 RAM (Intel XMP 3.0) 64GB (2x32GB) 6000MT/s CL32-38-38-96 1.40V Desktop Computer Memory U-DIMM - Matte Black (F5-6000J3238G32GX2-TZ5RK),64.0,5.0,6000.0,32,G.SKILL,1.0,1.0,939.99
G.SKILL Trident Z5 Royal Neo Series DDR5 RAM (AMD EXPO) 64GB (2x32GB) 6000MT/s CL26-36-36-96 1.45V Desktop Computer Memory U-DIMM - Silver (F5-6000J2636H32GX2-TR5NS),64.0,5.0,6000.0,26,G.SKILL,1.0,1.0,1259.99
G.SKILL Trident Z5 RGB Series DDR5 RAM (Intel XMP 3.0) 32GB (2x16GB) 6400MT/s CL30-39-39-102 1.40V Desktop Computer Memory U-DIMM - Matte Black (F5-6400J3039G16GX2-TZ5RK),32.0,5.0,6400.0,30,G.SKILL,1.0,1.0,549.99
【DDR5 RAM】 GIGASTONE Game PRO 64GB Kit (4x16GB) DDR5 6000MHz PC5-48000 CL40-40-40-76 Intel XMP 3.0 AMD Expo 1.3v UDIMM 288 Pin Unbuffered Non ECC High Performance Gaming Desktop Memory – White,64.0,5.0,6000.0,40,Unknown,1.0,1.0,998.99
CORSAIR VENGEANCE RGB DDR5 64GB (2x32GB) DDR5 6000MHz CL40 AMD EXPO Intel XMP iCUE Compatible Computer Memory – Gray (CMH64GX5M2B6000Z40),64.0,5.0,6000.0,40,CORSAIR,1.0,1.0,949.99
NEMIX RAM 32GB (2X16GB) DDR5 5200MHZ PC5-41600 1Rx8 1.1V CL44 288-PIN Non-ECC Unbuffered UDIMM Desktop PC Memory KIT Compatible with SUPERMICRO Desktop Gaming SuperWorkstation MBD-C9Z790-CGW,32.0,5.0,5200.0,44,Unknown,1.0,1.0,598.99
G.SKILL Trident Z5 Royal Neo Series DDR5 RAM (AMD Expo) 64GB (2x32GB) 6000MT/s CL30-36-36-96 1.40V Desktop Computer Memory U-DIMM - Silver (F5-6000J3036G32GX2-TR5NS),64.0,5.0,6000.0,30,G.SKILL,1.0,1.0,1029.99
G.SKILL Trident Z5 Royal Neo Series DDR5 RAM (AMD EXPO) 96GB (2x48GB) 6000MT/s CL30-36-36-96 1.35V Desktop Computer Memory U-DIMM - Silver (F5-6000J3036F48GX2-TR5NS),96.0,5.0,6000.0,30,G.SKILL,1.0,1.0,1349.99
G.SKILL Ripjaws S5 Series DDR5 RAM (Intel XMP 3.0) 32GB (2x16GB) 6000MT/s CL32-38-38-96 1.35V Desktop Computer Memory U-DIMM - Matte White (F5-6000J3238F16GA2-RS5W),32.0,5.0,6000.0,32,G.SKILL,1.0,1.0,479.99
G.SKILL Trident Z5 Royal Series DDR5 RAM (Intel XMP 3.0) 32GB (2x16GB) 6400MT/s CL32-39-39-102 1.40V Desktop Computer Memory U-DIMM - Silver (F5-6400J3239G16GX2-TR5S),32.0,5.0,6400.0,32,G.SKILL,1.0,1.0,539.99
G.SKILL Flare X5 Series DDR5 RAM (AMD Expo) 16GB (2x8GB) 6000MT/s CL30-38-38-96 1.35V Desktop Computer Memory U-DIMM - Matte Black (F5-6000J3038F8GH2-FX5),16.0,5.0,6000.0,30,G.SKILL,1.0,0.0,248.49
NEMIX RAM 128GB (4X32GB) DDR5 5600MHZ PC5-44800 2Rx8 1.1V CL46 288-PIN Non-ECC Unbuffered UDIMM Desktop PC Memory KIT Compatible with ASUS ROG Strix Z890-F Gaming WiFi Motherboard,128.0,5.0,5600.0,46,Unknown,1.0,1.0,2396.99
TEAMGROUP Elite DDR5 32GB Kit (2x16GB) 6400MHz PC5-51200 CL52 Non-ECC Unbuffered UDIMM 288 Pin PC Computer Desktop Memory Module Ram Supports Intel & AMD TED532G6400C52DC01,32.0,5.0,6400.0,52,TEAMGROUP,1.0,0.0,614.99
G.SKILL Trident Z5 Neo Series DDR5 RAM (AMD Expo) 64GB (2x32GB) 6000MT/s CL32-38-38-96 1.40V Desktop Computer Memory U-DIMM - Matte Black (F5-6000J3238G32GX2-TZ5N),64.0,5.0,6000.0,32,G.SKILL,1.0,1.0,845.0
G.SKILL Trident Z5 Neo RGB Series DDR5 RAM (AMD Expo) 32GB (2x16GB) 6000MT/s CL26-36-36-96 1.45V Desktop Computer Memory U-DIMM - Matte White (F5-6000J2636H16GX2-TZ5NRW),32.0,5.0,6000.0,26,G.SKILL,1.0,1.0,599.99
G.SKILL Trident Z5 Royal Neo Series DDR5 RAM (AMD Expo) 64GB (2x32GB) 6000MT/s CL28-36-36-96 1.40V Desktop Computer Memory U-DIMM - Silver (F5-6000J2836G32GX2-TR5NS),64.0,5.0,6000.0,28,G.SKILL,1.0,1.0,1039.99
V-Color DDR5 SCC 2+2 KIT Manta XFinity 32GB(16GBx2) 8200MHz CUDIMM with RGB Filler kit CL38 1.45V RGB Gaming Desktop Upgrade RAM Memory Module - White/Silver (TMXFCL1682838WS-DW),32.0,5.0,8200.0,38,Unknown,1.0,1.0,669.99
【RGB DDR5 RAM】 GIGASTONE Game Turbo 64GB Kit (4x16GB) DDR5 6000MHz PC5-48000 CL40-40-40-76 Intel XMP 3.0 AMD Expo 1.3V UDIMM 288 Pin Unbuffered Non ECC High Performance Gaming Desktop Memory - White,64.0,5.0,6000.0,40,Unknown,1.0,1.0,1016.99
G.SKILL Ripjaws S5 Series DDR5 RAM (Intel XMP 3.0 & AMD Expo) 64GB (2x32GB) 5200MT/s CL40-40-40-83 1.10V Desktop Computer Memory U-DIMM - Matte Black (F5-5200J4040A32GX2-RS5K),64.0,5.0,5200.0,40,G.SKILL,1.0,1.0,779.99
G.SKILL Trident Z5 RGB Series DDR5 RAM (Intel XMP 3.0) 64GB (2x32GB) 5600MT/s CL36-36-36-89 1.25V Desktop Computer Memory U-DIMM - Matte Black (F5-5600J3636D32GA2-TZ5RK),64.0,5.0,5600.0,36,G.SKILL,1.0,1.0,909.99
G.SKILL Trident Z5 Royal Series DDR5 RAM (Intel XMP 3.0) 64GB (2x32GB) 6400MT/s CL32-39-39-102 1.40V Desktop Computer Memory U-DIMM - Silver (F5-6400J3239G32GX2-TR5S),64.0,5.0,6400.0,32,G.SKILL,1.0,1.0,1034.99
A-Tech 64GB Kit (2x32GB) DDR5 5600MHz PC5-44800 CL46 UDIMM 2Rx8 Dual Rank 1.1V Non-ECC Unbuffered DIMM 288-Pin Desktop PC/Computer RAM Memory Upgrade Modules,64.0,5.0,5600.0,46,A-Tech,1.0,0.0,859.98
OLOy DDR5 RAM 32GB (2x16GB) Black Hairline Blade 6800 MHz CL32 1.45V Gaming UDIMM for Intel (MD5U1668320IRLDA),32.0,5.0,6800.0,32,Unknown,1.0,1.0,489.99
